model,seed,fold,spearman,kendall,mae,rmse,r2,best
LightGBM,3,0,0.8253283302063791,0.6461538461538462,1.0960038860211843,1.2882298345870038,0.6800583023062231,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 15, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM,3,1,0.85328330206379,0.6717948717948719,1.0369099203652508,1.2418415862228644,0.7227897886184471,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 15, ""m__reg_lambda"": 10.0}"
LightGBM,3,2,0.9187617260787994,0.7589743589743589,0.8509223067655082,1.0562810763297612,0.8183456319945922,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM,3,3,0.8636022514071295,0.694871794871795,1.0056162441626346,1.3497236910131893,0.7300696932072401,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM,3,4,0.8797373358348969,0.6871794871794872,1.062524852208036,1.3946996559678697,0.7060906814381533,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM,4,0,0.8480300187617262,0.6589743589743591,1.0899994780851798,1.3696408785098473,0.683070406290063,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM,4,1,0.8988742964352722,0.7282051282051283,0.8651934395331203,1.1456066428550835,0.78085724897483,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM,4,2,0.8699812382739214,0.717948717948718,0.9924316217521273,1.359784550771353,0.714650149353649,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM,4,3,0.8958724202626643,0.7051282051282052,0.998803816433955,1.2194531149743595,0.7680528837169542,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM,4,4,0.8947467166979364,0.7102564102564103,0.8695753506151712,1.054892119143962,0.7979597566917962,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,0,0,0.8968105065666041,0.7384615384615385,0.8749137749955473,1.0994606323936746,0.8031633307951841,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,0,1,0.9133208255159476,0.735897435897436,0.7131886735614301,0.8835696910274251,0.8559064238597313,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 15, ""m__reg_lambda"": 10.0}"
LightGBM+mono,0,2,0.8893058161350845,0.7153846153846154,0.9030137156880944,1.1972816087085678,0.7699178765306416,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,0,3,0.8908067542213884,0.735897435897436,0.9792233988800533,1.3061024168985935,0.7363033298461354,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,0,4,0.8547842401500939,0.6794871794871795,1.062681301100278,1.2797710660307924,0.730929485556417,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,1,0,0.9163227016885555,0.7487179487179487,0.8475548995636352,1.0348816991061889,0.8166708560792764,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,1,1,0.854596622889306,0.6666666666666667,1.0535227694887255,1.2855334361503896,0.7264207571342614,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,1,2,0.876923076923077,0.6820512820512821,1.0229741831221322,1.3184238448223031,0.7370378225126386,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,1,3,0.8452157598499064,0.6769230769230771,1.0162395405899254,1.3024998742355407,0.7297183315883589,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,1,4,0.9108818011257037,0.7435897435897436,0.7529861835751376,1.0126963129785402,0.8162274607453222,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM+mono,2,0,0.8455909943714822,0.6743589743589744,0.9425736228088066,1.2919944213957955,0.6907030961114482,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 10.0}"
LightGBM+mono,2,1,0.9007504690431521,0.7307692307692307,0.7976653748353886,0.9958310654248191,0.8255091783400742,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,2,2,0.8996247654784242,0.712820512820513,0.9261573460118562,1.1753502357102452,0.7872786286010759,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,2,3,0.9011257035647281,0.717948717948718,1.0152950002585146,1.2154442429471302,0.7720565976147112,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,2,4,0.8476547842401503,0.6717948717948719,1.0813068247634563,1.3435356391920703,0.7129182836786124,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,3,0,0.8420262664165103,0.6538461538461539,1.0606295053444417,1.2925731004984669,0.6778972991438293,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,3,1,0.8825515947467168,0.7102564102564103,0.9114659073342686,1.1088346558914557,0.7789907719151135,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 10.0}"
LightGBM+mono,3,2,0.9090056285178238,0.7512820512820513,0.9111180437877344,1.094077761752961,0.8051128395417068,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,3,3,0.8831144465290809,0.7051282051282052,0.9831376317566767,1.341282632556055,0.7334353787149338,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,3,4,0.8754221388367731,0.6897435897435897,1.021449722226727,1.3915484369962994,0.7074173130293024,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+mono,4,0,0.831144465290807,0.6384615384615385,1.1075391090916766,1.3779365213572625,0.6792196205373249,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM+mono,4,1,0.8915572232645405,0.7102564102564103,0.8835473832941613,1.1475679837415071,0.7801062380193763,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,4,2,0.8707317073170734,0.7282051282051283,0.9310950246871375,1.2742908086137694,0.7494037628663255,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+mono,4,3,0.9106941838649157,0.712820512820513,0.9493963295364718,1.1370170794020567,0.79835254765352,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 15, ""m__reg_lambda"": 10.0}"
LightGBM+mono,4,4,0.8960600375234522,0.7153846153846154,0.9105769628340147,1.1270648572087956,0.7693679794316993,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,0,0,0.8964352720450284,0.7307692307692307,0.9173622712299629,1.1683962072740732,0.7777064213303673,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM+labelwt,0,1,0.8923076923076924,0.694871794871795,0.7390520738172901,0.9131620048763079,0.8460928961379747,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM+labelwt,0,2,0.8750469043151972,0.694871794871795,0.9829651370565837,1.2453790625002954,0.7510607515220007,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 15, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,0,3,0.9108818011257037,0.7564102564102565,0.9098575596223355,1.2066547790580933,0.7749307031556709,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,0,4,0.84859287054409,0.6846153846153847,1.0878111310260734,1.3461588936369921,0.7022894778448574,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,1,0,0.8915572232645405,0.7410256410256411,0.9047925601718857,1.1125596597684893,0.7881167068446474,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 15, ""m__reg_lambda"": 10.0}"
LightGBM+labelwt,1,1,0.8733583489681053,0.6871794871794872,1.0031786868027106,1.219670197393642,0.7537358389232657,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,1,2,0.8748592870544092,0.6769230769230771,1.0631399670938033,1.3340740178976238,0.7307578552944577,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,1,3,0.8300187617260789,0.6461538461538462,1.089931808554625,1.3602781098501233,0.7052073646516126,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM+labelwt,1,4,0.9114446529080676,0.7589743589743589,0.7107186755343454,0.9859769259402644,0.8257969871923665,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM+labelwt,2,0,0.8489681050656662,0.6692307692307692,0.8976264399864012,1.2484267706445409,0.7112111365579892,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 10.0}"
LightGBM+labelwt,2,1,0.9125703564727956,0.7564102564102565,0.8213493629222283,0.9971816571947792,0.8250355524686083,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,2,2,0.8921200750469044,0.7102564102564103,0.9345860476293533,1.2160506726078413,0.7722911703022484,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,2,3,0.8883677298311445,0.6974358974358975,1.0316870183428855,1.2131931278461427,0.7729001602200499,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,2,4,0.8470919324577861,0.6512820512820513,1.0024520908463077,1.2451319055459102,0.753431339946828,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,3,0,0.8544090056285178,0.6692307692307692,0.9490861907937169,1.170907241324047,0.7356805494816064,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,3,1,0.8472795497185742,0.6487179487179487,1.0511025804783807,1.2394225430733503,0.7238687190380875,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 15, ""m__reg_lambda"": 10.0}"
LightGBM+labelwt,3,2,0.9174484052532835,0.7487179487179487,0.8347773988810097,1.0535133355606208,0.8192963514805658,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,3,3,0.8500938086303941,0.6820512820512821,1.0182941798438812,1.3726352896536032,0.7208277628469675,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,3,4,0.8682926829268294,0.6692307692307692,1.1038625980669696,1.4375293182817122,0.6877622634770815,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,4,0,0.8446529080675422,0.6538461538461539,1.111500884874604,1.3895547917889906,0.6737874033883604,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,4,1,0.9061913696060038,0.7333333333333334,0.8668911816901094,1.1582857258296118,0.7759796499747613,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,4,2,0.8812382739212008,0.7461538461538463,0.9424298603997622,1.2810611685420483,0.7467338325260193,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,4,3,0.9031894934333959,0.712820512820513,1.0201418817078245,1.2305574642087476,0.7638094264376105,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.05, ""m__min_child_samples"": 5, ""m__n_estimators"": 200, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
LightGBM+labelwt,4,4,0.90187617260788,0.7307692307692307,0.8775102531834443,1.061413964446997,0.7954538161589171,"{""m__colsample_bytree"": 0.6, ""m__learning_rate"": 0.02, ""m__min_child_samples"": 5, ""m__n_estimators"": 400, ""m__num_leaves"": 7, ""m__reg_lambda"": 1.0}"
