uni_id,name,url,member,region,country,country_is_bucket,country_rank_eligible,notice_date_future,http_status,page_lang,switched_to_english,fetched_at,load_time_s,a01_logo,a02_primary_nav,a03_nav_item_count,a04_search_bar,a05_language_toggle,a06_breadcrumb,a07_qs_badge,a09_national_rank,a11_accreditation,a12_accred_count,a13_achievements,a14_stats_block,a15_stat_item_count,a16_notice_board,a17_notice_timestamp,a18_recent_notice_date,a20_news_events,a21_calendar_link,a22_admission_notice,a23_upcoming_events,a24_event_count,a25_event_images,a26_event_captions,a27_event_datetime,a28_contests,a29_video_content,a30_image_gallery,a31_social_feed_embed,a32_vision_mission,a33_about_blurb,a34_department_links,a35_faculty_link,a36_research_highlight,a37_programs_listing,a38_scholarship,a39_library_link,a40_career_link,a41_alumni_link,a42_faq_link,a43_contact_link,a44_student_portal,a45_prospectus,a46_admissions_policy,a47_footer_contact,a48_footer_sitemap,a49_copyright_line,a50_social_links,a51_quick_links,a53_contrast_ratio,a54_banner_carousel,a57_logo_prominence,a58_live_chat,a59_feedback_form,a60_trust_seal,a61_testimonials,a63_mobile_score,a65_https,a66_broken_links,a67_gzip,a69_title_meta,a70_favicon,a71_sitemap_robots,a72_alt_text_pct,a73_accessible_design,a74_a11y_toggle,a75_bookmark,notice_recency_days,notice_evidence,event_evidence,load_time_z_region,load_time_pct_region,broken_links_w,broken_links_log,broken_links_present,mobile_ordinal,nav_quality,a18_missing,a72_missing,a53_missing,content_completeness_B5,footer_completeness_B6,a11y_completeness_B11,seo_completeness_B10,nav_completeness_B1,events_completeness_B4,service_completeness_B8
1011,Johns Hopkins University,https://www.jhu.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:14:59+00:00,9.551,1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,2026-08-05,1,1,1,1,7,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1.7,1,1,0,0,0,0,90,1,0,1,1,1,1,74.4,1,1,0,6.0,3,2,-0.203605461866963,0.41708542713567837,0,0.0,0,12,0.6,0,0,0,0.8,0.4,0.6666666666666666,1.0,0.6,0.625,0.0
1012,"University of California, Berkeley",https://www.berkeley.edu,M1,North America,United States,0,1,0,200,en-us,False,2026-08-11T11:15:09+00:00,8.896,1,1,3,1,0,0,0,1,1,1,1,0,0,0,0,,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,15.13,1,1,0,0,0,0,90,1,0,1,1,1,1,42.9,1,1,0,3650.0,0,1,-0.3402992070165606,0.33668341708542715,0,0.0,0,12,0.6,1,0,0,0.8,0.8,0.6666666666666666,1.0,0.6,0.625,0.0
1013,"University of California, Los Angeles",https://www.ucla.edu,M1,North America,United States,0,1,1,200,en,False,2026-08-11T11:15:18+00:00,6.561,1,1,20,1,0,0,0,1,0,1,1,0,0,0,1,2026-08-29,1,1,1,1,20,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,12.63,1,1,0,0,0,0,75,1,3,0,1,1,1,51.6,1,1,0,0.0,3,2,-0.8275967565193252,0.18090452261306533,3,1.3862943611198906,1,9,0.45,0,0,0,0.8,0.8,0.6666666666666666,1.0,0.6,0.5,0.0
1014,Duke University,https://www.duke.edu,M1,North America,United States,0,1,0,200,en-us,False,2026-08-11T11:15:38+00:00,17.39,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,21.0,1,1,0,0,0,0,90,1,0,1,1,1,1,97.2,1,1,0,3650.0,0,0,1.4323369323737953,0.9396984924623115,0,0.0,0,12,0.6,1,0,0,0.8,0.6,0.6666666666666666,1.0,0.6,0.625,0.0
1015,Northwestern University,https://www.northwestern.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:15:50+00:00,9.082,1,1,6,1,0,0,0,1,0,0,1,0,0,1,1,2026-07-19,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,13.19,1,1,1,0,1,0,75,1,0,1,1,1,1,97.2,1,1,0,23.0,3,1,-0.30148235724888856,0.36180904522613067,0,0.0,0,9,1.0,0,0,0,0.8666666666666667,0.8,0.6666666666666666,1.0,0.6,0.75,0.5
1016,University of Michigan,https://www.umich.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:15:56+00:00,3.052,1,1,9,1,0,0,0,0,0,0,1,0,1,1,0,,1,1,0,1,2,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,18.26,0,0,0,0,0,0,75,1,0,1,1,1,1,100.0,1,0,0,3650.0,1,2,-1.5598995835879335,0.020100502512562814,0,0.0,0,9,1.0,1,0,0,0.6,0.4,0.3333333333333333,1.0,0.6,0.5,0.0
1017,Brown University,https://www.brown.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:16:07+00:00,9.008,0,1,4,1,0,0,0,0,0,0,0,0,1,0,1,2026-08-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,0,0,0,0,0,0,75,1,0,1,1,1,1,64.8,1,1,0,5.0,3,3,-0.31692562005968317,0.34673366834170855,0,0.0,0,9,0.85,0,0,0,0.8,0.8,0.6666666666666666,1.0,0.4,0.875,0.0
1018,Dartmouth College,https://www.dartmouth.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:16:20+00:00,10.835,1,1,6,1,0,1,0,0,0,0,1,1,4,0,0,,1,1,1,1,12,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,17.22,1,1,1,0,0,1,100,1,0,1,1,1,1,100.0,1,1,0,3650.0,0,2,0.064356017174386,0.6331658291457286,0,0.0,0,13,1.0,1,0,0,0.8,0.6,0.6666666666666666,1.0,0.8,0.75,0.5
1019,"University of California, San Diego",https://www.ucsd.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:16:45+00:00,23.263,1,1,7,1,0,0,0,1,1,1,1,1,2,0,1,2026-08-06,1,0,1,1,8,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,14.18,1,0,0,0,0,0,75,1,0,0,1,1,1,89.3,1,1,0,5.0,3,2,2.657989398425074,0.9798994974874372,0,0.0,0,9,1.0,0,0,0,0.8,0.8,0.6666666666666666,1.0,0.6,0.75,0.0
1020,"University of California, Davis",https://www.ucdavis.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:16:59+00:00,10.837,1,1,6,1,0,0,0,1,0,0,0,0,0,0,1,2026-08-03,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,21.0,1,0,0,0,0,0,100,1,0,1,0,1,1,100.0,1,1,0,8.0,3,1,0.06477340265575858,0.6407035175879398,0,0.0,0,13,1.0,0,0,0,0.8666666666666667,0.4,0.6666666666666666,0.6666666666666666,0.6,0.75,0.0
1021,"University of California, Santa Barbara",https://www.ucsb.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:17:06+00:00,4.991,0,1,5,1,0,0,0,1,0,0,0,1,2,0,0,,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,9.24,1,0,0,0,0,1,75,1,0,1,1,1,1,50.0,1,1,0,3650.0,0,1,-1.155244359396987,0.10050251256281408,0,0.0,0,9,1.0,1,0,0,0.7333333333333333,0.8,0.6666666666666666,1.0,0.4,0.375,0.25
1022,"University of California, Irvine",https://www.uci.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:17:15+00:00,7.736,0,1,3,1,0,0,0,1,1,1,1,0,0,1,1,2026-08-07,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,9.74,1,0,0,0,0,0,90,1,0,0,1,1,1,96.8,1,0,0,4.0,3,1,-0.5823827862127949,0.23618090452261306,0,0.0,0,12,0.6,0,0,0,0.6666666666666666,0.8,0.3333333333333333,1.0,0.4,0.5,0.0
1023,University of Southern California,https://www.usc.edu,M1,North America,United States,0,1,0,200,en-us,False,2026-08-11T11:17:28+00:00,8.998,1,1,5,1,0,0,0,0,0,0,1,0,0,1,1,2026-08-06,1,1,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,21.0,1,1,0,0,1,1,90,1,0,1,1,1,1,95.0,1,1,0,5.0,3,2,-0.31901254746654717,0.3417085427135678,0,0.0,0,12,1.0,0,0,0,0.7333333333333333,0.8,0.6666666666666666,1.0,0.6,0.625,0.5
1024,Carnegie Mellon University,https://www.cmu.edu,M1,North America,United States,0,1,1,200,en,False,2026-08-11T11:17:43+00:00,13.781,1,1,4,1,0,0,0,1,0,0,1,1,10,0,1,2026-12-31,1,1,1,1,10,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,21.0,1,1,0,0,0,0,90,1,0,1,1,1,1,100.0,1,1,0,0.0,3,2,0.6791648312365461,0.8492462311557789,0,0.0,0,12,0.85,0,0,0,0.7333333333333333,0.8,0.6666666666666666,1.0,0.6,0.75,0.0
1025,University of Wisconsin-Madison,https://www.wisc.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:17:49+00:00,3.475,1,1,6,1,0,0,0,1,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,16.88,1,0,0,0,0,0,90,1,0,1,1,0,1,100.0,1,1,0,3650.0,1,2,-1.4716225542775827,0.035175879396984924,0,0.0,0,12,1.0,1,0,0,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6,0.625,0.0
1026,University of Washington,https://www.washington.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:18:01+00:00,9.787,0,1,7,1,0,0,0,1,1,1,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,10.86,1,0,0,0,0,0,75,1,0,0,1,0,0,71.4,1,1,0,3650.0,0,2,-0.1543539750649704,0.4547738693467337,0,0.0,0,9,1.0,1,0,0,0.7333333333333333,0.4,0.6666666666666666,0.3333333333333333,0.4,0.25,0.0
1027,New York University,https://www.nyu.edu,M1,North America,United States,0,1,0,202,en,False,2026-08-11T11:18:09+00:00,5.017,1,1,5,1,0,1,0,0,0,0,1,0,0,1,0,,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,19.68,1,1,0,1,0,0,90,1,0,0,1,0,0,53.8,1,1,0,3650.0,1,1,-1.1498183481391402,0.11055276381909548,0,0.0,0,12,1.0,1,0,0,0.6,0.6,0.6666666666666666,0.3333333333333333,0.8,0.25,0.25
1028,University of Illinois Urbana-Champaign,https://illinois.edu,M1,North America,United States,0,1,0,200,en-us,False,2026-08-11T11:18:22+00:00,12.199,0,1,3,1,0,0,0,1,0,0,1,1,4,1,0,,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,14.52,1,0,0,0,1,0,90,1,0,1,1,1,1,27.6,1,1,0,3650.0,1,1,0.34901291547064733,0.7386934673366834,0,0.0,0,12,0.6,1,0,0,0.7333333333333333,0.6,0.6666666666666666,1.0,0.4,0.75,0.25
1029,University of Texas at Austin,https://www.utexas.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:18:33+00:00,8.711,1,1,5,1,0,0,0,1,0,0,1,1,7,0,0,,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,15.32,1,0,0,0,0,0,100,1,0,1,1,1,1,77.8,1,1,0,3650.0,0,0,-0.3789073640435463,0.3065326633165829,0,0.0,0,13,1.0,1,0,0,0.7333333333333333,0.6,0.6666666666666666,1.0,0.6,0.5,0.0
1030,Georgia Institute of Technology,https://www.gatech.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:18:45+00:00,9.227,1,1,7,1,0,1,0,1,1,1,0,0,0,1,1,2026-07-27,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21.0,1,1,1,0,0,0,75,1,1,0,1,1,1,85.7,1,1,0,15.0,3,1,-0.2712219098493594,0.38190954773869346,1,0.6931471805599453,1,9,1.0,0,0,0,0.8,0.8,0.6666666666666666,1.0,0.8,0.625,0.25
1031,University of North Carolina at Chapel Hill,https://www.unc.edu,M1,North America,United States,0,1,1,200,en-us,False,2026-08-11T11:18:52+00:00,5.966,1,1,3,1,0,0,0,1,0,0,1,1,2,1,1,2026-08-21,1,1,1,0,20,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,2.74,1,1,0,0,0,0,90,1,0,1,1,1,1,64.7,1,1,0,0.0,3,1,-0.9517689372277384,0.15577889447236182,0,0.0,0,12,0.6,0,0,0,0.7333333333333333,0.4,0.6666666666666666,1.0,0.6,0.5,0.0
1032,University of Florida,https://www.ufl.edu,M1,North America,United States,0,1,0,200,en-us,False,2026-08-11T11:19:00+00:00,5.927,1,1,2,0,0,0,0,1,0,0,0,1,2,1,0,,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,15.43,1,1,0,0,0,0,90,1,0,1,1,1,1,72.2,1,1,0,3650.0,1,2,-0.9599079541145084,0.1507537688442211,0,0.0,0,12,0.35,1,0,0,0.8,0.8,0.6666666666666666,1.0,0.4,0.75,0.0
1033,Boston University,https://www.bu.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:19:08+00:00,5.28,0,1,3,1,0,0,0,0,0,0,1,0,0,1,0,,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,12.61,1,0,0,0,0,0,100,1,0,0,1,1,1,30.0,1,1,0,3650.0,1,1,-1.0949321573386148,0.1306532663316583,0,0.0,0,13,0.6,1,0,0,0.8666666666666667,0.8,0.6666666666666666,1.0,0.4,0.5,0.0
1034,Boston College,https://www.bc.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:19:16+00:00,5.814,1,1,3,0,0,0,0,1,0,0,1,1,4,1,0,,1,1,1,1,6,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,7.46,1,1,0,0,0,1,75,1,0,1,1,1,1,93.8,1,1,0,3650.0,1,2,-0.9834902338120725,0.1457286432160804,0,0.0,0,9,0.6,1,0,0,0.8,0.6,0.6666666666666666,1.0,0.4,0.625,0.25
1035,Rice University,https://www.rice.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:19:22+00:00,4.677,1,1,5,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,15.91,1,1,0,0,1,0,75,1,0,1,1,1,0,63.0,1,1,0,3650.0,1,1,-1.2207738799725194,0.08040201005025126,0,0.0,0,9,1.0,1,0,0,0.7333333333333333,0.6,0.6666666666666666,0.6666666666666666,0.6,0.75,0.25
1036,Vanderbilt University,https://www.vanderbilt.edu,M1,North America,United States,0,1,0,200,en-us,False,2026-08-11T11:19:33+00:00,9.379,0,1,4,1,0,0,0,0,1,1,1,0,0,1,1,2026-08-06,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,15.38,1,0,0,0,0,0,75,1,0,1,1,1,1,100.0,1,1,0,5.0,3,1,-0.23950061326502542,0.3969849246231156,0,0.0,0,9,0.85,0,0,0,0.8,0.8,0.6666666666666666,1.0,0.4,0.625,0.0
1037,University of Notre Dame,https://www.nd.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:20:13+00:00,36.283,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,7.46,1,0,0,0,0,0,100,1,0,1,1,1,1,100.0,1,1,0,3650.0,1,1,5.375168882162116,1.0,0,0.0,0,13,0.6,1,0,0,0.8,0.8,0.6666666666666666,1.0,0.8,0.75,0.0
1038,Emory University,https://www.emory.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:20:28+00:00,10.837,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,21.0,1,1,0,0,0,0,100,1,0,1,0,1,1,37.9,1,1,0,3650.0,0,1,0.06477340265575858,0.6407035175879398,0,0.0,0,13,0.35,1,0,0,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6,0.75,0.0
1039,Georgetown University,https://www.georgetown.edu,M1,North America,United States,0,1,0,200,en-us,False,2026-08-11T11:20:40+00:00,9.529,0,1,5,1,0,0,0,0,0,0,1,0,0,1,1,2026-08-06,1,1,1,1,12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,1,0,0,0,0,1,75,1,0,1,0,1,1,84.8,1,1,0,5.0,3,3,-0.20819670216206404,0.4120603015075377,0,0.0,0,9,1.0,0,0,0,0.8,0.8,0.6666666666666666,0.6666666666666666,0.4,0.875,0.25
1040,University of Virginia,https://www.virginia.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:21:02+00:00,19.949,1,1,5,1,0,0,0,0,0,0,1,1,5,1,0,,1,1,1,1,3,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,5.74,1,1,0,0,0,0,75,1,0,1,1,1,1,79.2,1,1,0,3650.0,1,2,1.9663816557903155,0.9597989949748744,0,0.0,0,9,1.0,1,0,0,0.6666666666666666,0.6,0.6666666666666666,1.0,0.6,0.625,0.0
1041,University of Rochester,https://www.rochester.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:21:11+00:00,6.27,1,1,6,1,0,0,0,1,0,0,1,0,0,0,0,,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,21.0,1,1,1,0,0,0,75,1,0,1,1,1,1,86.4,1,1,0,3650.0,0,1,-0.8883263440590702,0.1658291457286432,0,0.0,0,9,1.0,1,0,0,0.8666666666666667,0.8,0.6666666666666666,1.0,0.6,0.625,0.25
1042,Tufts University,https://www.tufts.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:21:22+00:00,9.079,1,1,4,1,0,1,0,1,0,0,1,1,8,0,0,,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,21.0,1,1,1,0,0,1,100,1,0,1,1,1,0,89.7,1,1,0,3650.0,0,1,-0.3021084354709478,0.35678391959798994,0,0.0,0,13,0.85,1,0,0,0.8,0.6,0.6666666666666666,0.6666666666666666,0.8,0.75,0.5
1043,Wake Forest University,https://www.wfu.edu,M1,North America,United States,0,1,0,200,en,False,2026-08-11T11:21:35+00:00,10.706,1,1,2,1,0,1,0,1,0,0,0,1,10,0,1,2026-07-01,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,15.91,1,1,0,0,0,0,90,1,0,1,1,1,1,60.0,1,0,0,41.0,3,1,0.03743465362583898,0.6080402010050251,0,0.0,0,12,0.35,0,0,0,0.8,0.6,0.3333333333333333,1.0,0.8,0.625,0.0
