uni_id,member,region,country,name,url,final_url,http_status,page_lang,native_lang,switched_to_english,fetched_at,load_time_s,a01_logo,a02_primary_nav,a03_nav_item_count,a04_search_bar,a05_language_toggle,a06_breadcrumb,a07_qs_badge,a09_national_rank,a11_accreditation,a12_accred_count,a13_achievements,a14_stats_block,a15_stat_item_count,a16_notice_board,a17_notice_timestamp,a18_recent_notice_date,a20_news_events,a21_calendar_link,a22_admission_notice,a23_upcoming_events,a24_event_count,a25_event_images,a26_event_captions,a27_event_datetime,a28_contests,a29_video_content,a30_image_gallery,a31_social_feed_embed,a32_vision_mission,a33_about_blurb,a34_department_links,a35_faculty_link,a36_research_highlight,a37_programs_listing,a38_scholarship,a39_library_link,a40_career_link,a41_alumni_link,a42_faq_link,a43_contact_link,a44_student_portal,a45_prospectus,a46_admissions_policy,a47_footer_contact,a48_footer_sitemap,a49_copyright_line,a50_social_links,a51_quick_links,a53_contrast_ratio,a54_banner_carousel,a57_logo_prominence,a58_live_chat,a59_feedback_form,a60_trust_seal,a61_testimonials,a63_mobile_score,a65_https,a66_broken_links,a67_gzip,a69_title_meta,a70_favicon,a71_sitemap_robots,a72_alt_text_pct,a73_accessible_design,a74_a11y_toggle,a75_bookmark,notice_date_future,a18_missing,country_is_bucket,country_rank_eligible
2169,M2,Western & Northern Europe,Finland,Tampere University,https://www.tuni.fi,https://www.tuni.fi/fi,200,fi,,,2026-08-11T07:23:45+00:00,5.37,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,21.0,0,0,0,1,0,0,70,1,0,1,1,1,0,0.0,1,0,0,0,1,0,0
2170,M2,Western & Northern Europe,Finland,University of Oulu,https://www.oulu.fi,https://www.oulu.fi/fi,200,fi,,,2026-08-11T07:23:54+00:00,6.079,1,1,2,1,1,0,0,1,0,0,0,1,2,1,1,2026-08-03,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,15.92,1,1,0,0,1,0,75,1,0,1,1,1,0,13.3,1,0,0,0,0,0,0
2171,M2,Western & Northern Europe,Finland,University of Jyvaskyla,https://www.jyu.fi,https://www.jyu.fi/fi,200,fi,,,2026-08-11T07:24:06+00:00,8.537,1,1,3,1,1,0,0,0,0,0,0,1,6,1,1,2026-09-10,1,1,1,0,8,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,21.0,1,1,0,0,1,0,100,1,0,1,1,1,0,54.5,1,0,1,1,0,0,0
2172,M2,Western & Northern Europe,Finland,University of Eastern Finland,https://www.uef.fi,https://www.uef.fi/fi/,200,fi,,,2026-08-11T07:24:19+00:00,8.673,1,1,11,1,1,0,0,0,0,0,0,1,10,0,1,2026-08-21,1,0,1,0,20,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,21.0,1,1,0,0,1,0,100,1,0,1,1,1,1,52.7,1,0,0,1,0,0,0
2173,M2,Western & Northern Europe,Finland,Abo Akademi University,https://www.abo.fi,https://www.abo.fi/,200,sv-se,,,2026-08-11T07:24:37+00:00,10.069,1,1,2,1,1,0,0,0,0,0,0,1,10,0,1,2026-08-21,1,1,0,1,4,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,16.31,1,1,0,0,1,0,90,1,0,1,1,1,1,28.2,1,1,0,1,0,0,0
2174,M2,Western & Northern Europe,Finland,LUT University,https://www.lut.fi,https://www.lut.fi/fi,200,fi,,,2026-08-11T07:24:55+00:00,10.644,1,1,5,1,1,0,0,1,0,0,1,1,10,0,1,2026-12-02,1,1,1,0,5,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,21.0,1,1,0,0,0,0,100,1,0,1,1,1,1,78.6,1,0,0,1,0,0,0
2175,M2,Western & Northern Europe,Finland,University of Vaasa,https://www.uwasa.fi,https://www.uwasa.fi/fi,200,fi,,,2026-08-11T07:25:11+00:00,12.305,1,1,9,1,1,0,0,1,1,2,0,1,10,1,1,2026-08-14,1,0,1,0,8,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,21.0,1,1,0,0,0,0,100,1,0,1,0,1,0,100.0,1,0,0,1,0,0,0
2176,M2,Western & Northern Europe,Switzerland/Austria,ETH Zurich,https://ethz.ch,https://ethz.ch/de.html,200,de,,,2026-08-11T07:25:30+00:00,15.474,1,1,7,1,1,0,0,0,0,0,1,1,6,1,1,2026-08-11,1,1,1,1,8,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,21.0,1,0,0,0,1,1,100,1,0,1,0,1,0,27.6,1,1,0,0,0,1,0
2177,M2,Western & Northern Europe,Switzerland/Austria,EPFL,https://www.epfl.ch,https://www.epfl.ch/fr/,200,fr-fr,,,2026-08-11T07:25:46+00:00,12.496,1,1,4,1,1,0,0,0,0,0,1,1,10,0,1,2026-10-02,1,1,1,0,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,16.1,1,1,0,0,0,0,100,1,0,1,1,1,1,85.0,1,1,0,1,0,1,0
2178,M2,Western & Northern Europe,Switzerland/Austria,University of Zurich,https://www.uzh.ch,https://www.uzh.ch/de.html,200,de,,,2026-08-11T07:26:00+00:00,11.189,1,1,3,0,1,0,0,1,1,1,1,1,7,0,1,2026-08-11,1,1,1,1,11,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,18.73,1,0,0,0,1,1,75,1,0,1,1,1,1,67.9,1,1,0,0,0,1,0
2179,M2,Western & Northern Europe,Switzerland/Austria,University of Geneva,https://www.unige.ch,https://www.unige.ch/,200,fr,,,2026-08-11T07:26:20+00:00,13.694,1,1,4,1,1,0,0,0,1,0,1,1,10,0,1,2026-10-15,1,1,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,15.91,1,1,0,0,0,0,75,1,1,1,0,0,1,22.6,1,0,0,1,0,1,0
2180,M2,Western & Northern Europe,Switzerland/Austria,University of Bern,https://www.unibe.ch,https://www.unibe.ch/,200,de,,,2026-08-11T07:26:51+00:00,27.475,1,1,7,1,1,0,0,1,1,0,1,1,2,1,1,2026-10-12,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,5.74,1,1,0,0,1,1,75,1,0,0,1,1,1,79.2,1,0,0,1,0,1,0
2181,M2,Western & Northern Europe,Switzerland/Austria,University of Basel,https://www.unibas.ch,https://www.unibas.ch/de,200,de,,,2026-08-11T07:27:06+00:00,11.653,1,1,5,1,1,0,0,1,1,3,1,0,0,0,0,,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,15.91,1,0,0,0,1,1,75,1,0,1,1,1,1,95.8,1,0,0,0,1,1,0
2182,M2,Western & Northern Europe,Switzerland/Austria,University of Vienna,https://www.univie.ac.at,https://www.univie.ac.at/,200,de-at,,,2026-08-11T07:27:18+00:00,6.906,1,1,4,1,1,0,1,1,0,0,1,1,10,1,1,2026-08-24,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,16.43,1,1,0,0,1,0,100,1,0,1,1,1,0,26.1,1,1,0,1,0,1,0
2183,M2,Western & Northern Europe,Switzerland/Austria,TU Wien,https://www.tuwien.at,https://www.tuwien.at/,200,de,,,2026-08-11T07:27:28+00:00,6.559,1,1,3,1,1,0,0,0,0,1,1,1,10,1,1,2026-08-10,1,0,1,1,12,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,19.43,1,0,0,0,1,1,100,1,0,1,1,1,0,93.3,1,1,0,0,0,1,0
2184,M2,Western & Northern Europe,Switzerland/Austria,University of Innsbruck,https://www.uibk.ac.at,https://www.uibk.ac.at/de/,200,de,,,2026-08-11T07:27:39+00:00,8.03,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,13.2,0,1,1,0,1,0,100,1,0,1,0,1,0,17.6,1,1,0,0,1,1,0
2185,M2,Western & Northern Europe,Switzerland/Austria,Graz University of Technology,https://www.tugraz.at,https://www.tugraz.at/home,200,de,,,2026-08-11T07:27:56+00:00,13.842,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,21.0,1,0,0,0,0,0,75,1,0,1,1,0,0,100.0,1,1,0,0,1,1,0
2186,M2,Western & Northern Europe,Belgium/Ireland/Iceland,KU Leuven,https://www.kuleuven.be,https://www.kuleuven.be/kuleuven/,200,nl,,,2026-08-11T07:28:06+00:00,7.882,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,12.63,1,0,0,0,0,0,75,1,0,1,1,1,0,100.0,1,1,0,0,1,1,0
2187,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Ghent University,https://www.ugent.be,https://www.ugent.be/,200,nl,,,2026-08-11T07:28:17+00:00,8.408,1,1,20,1,1,0,0,0,0,0,0,1,2,0,0,,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,12.63,1,1,0,0,0,0,100,1,0,1,1,1,0,100.0,1,1,0,0,1,1,0
2188,M2,Western & Northern Europe,Belgium/Ireland/Iceland,UCLouvain,https://uclouvain.be,https://uclouvain.be/fr,200,fr,,,2026-08-11T07:28:35+00:00,14.899,1,1,20,1,1,0,0,0,0,0,0,0,0,1,1,2026-08-10,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,15.43,1,1,0,0,0,0,75,1,0,1,0,1,0,37.7,1,0,0,0,0,1,0
2189,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University of Antwerp,https://www.uantwerpen.be,https://www.uantwerpen.be/nl/,200,nl,,,2026-08-11T07:28:50+00:00,11.659,1,1,3,1,1,0,0,0,0,0,1,0,1,0,1,2026-07-28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,12.07,0,0,0,0,0,0,90,1,0,1,1,1,0,11.1,1,0,0,0,0,1,0
2190,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Universite libre de Bruxelles,https://www.ulb.be,https://www.ulb.be/,200,fr,,,2026-08-11T07:28:59+00:00,6.471,1,1,7,1,0,1,0,0,0,0,1,1,2,0,1,2026-09-30,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,20.5,1,1,0,0,0,0,75,1,0,1,1,1,0,46.4,1,1,0,1,0,1,0
2191,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Vrije Universiteit Brussel,https://www.vub.be,https://www.vub.be/nl,200,nl,,,2026-08-11T07:29:12+00:00,10.237,1,1,4,1,1,1,0,0,0,0,0,1,9,0,1,2026-08-19,1,1,1,1,12,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,21.0,1,1,0,0,1,1,100,1,0,1,1,1,0,97.7,1,0,0,1,0,1,0
2192,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University of Liege,https://www.uliege.be,https://www.uliege.be/cms/c_8699436/fr/uliege,200,fr,,,2026-08-11T07:29:25+00:00,9.291,1,1,4,1,1,0,0,0,1,1,1,0,0,1,1,2026-09-30,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8.86,1,0,0,0,0,0,90,1,0,1,1,1,1,88.5,1,1,0,1,0,1,0
2193,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Trinity College Dublin,https://www.tcd.ie,https://www.tcd.ie/,200,en,,,2026-08-11T07:29:43+00:00,13.872,1,1,7,1,0,0,0,0,0,0,0,0,0,0,1,2026-09-03,1,0,0,1,20,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,21.0,1,1,0,0,0,0,90,1,0,1,0,1,0,62.5,1,1,0,1,0,1,0
2194,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University College Dublin,https://www.ucd.ie,https://www.ucd.ie/,200,en,,,2026-08-11T07:29:56+00:00,10.304,1,1,4,1,0,0,1,1,0,0,1,0,0,0,0,,1,0,0,1,2,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,14.78,1,0,0,0,0,1,100,1,0,1,1,1,1,100.0,1,1,0,0,1,1,0
2195,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University College Cork,https://www.ucc.ie,https://www.ucc.ie/en/,200,en,,,2026-08-11T07:30:06+00:00,8.128,1,1,3,1,0,0,0,1,0,0,1,1,8,0,1,2026-08-06,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,21.0,1,1,0,0,1,0,100,1,0,1,1,1,0,81.1,1,1,0,0,0,1,0
2196,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University of Galway,https://www.universityofgalway.ie,https://www.universityofgalway.ie/,200,en,,,2026-08-11T07:30:21+00:00,10.156,0,1,8,1,0,1,1,1,1,1,1,1,8,0,1,2026-08-04,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,6.03,0,0,0,0,0,1,75,1,0,1,1,1,0,78.0,1,1,0,0,0,1,0
2197,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Dublin City University,https://www.dcu.ie,https://www.dcu.ie/,200,en,,,2026-08-11T07:30:34+00:00,10.617,1,1,6,1,0,0,0,1,1,1,1,1,6,0,1,2026-07-31,1,1,1,1,6,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,15.29,1,1,1,0,1,0,75,1,0,1,1,1,0,99.2,1,1,0,0,0,1,0
2198,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University of Limerick,https://www.ul.ie,https://www.ul.ie/,200,en,,,2026-08-11T07:30:45+00:00,6.247,1,1,5,1,0,0,0,0,0,0,1,1,7,1,1,2026-08-07,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,10.44,1,0,1,0,1,0,90,1,0,0,0,1,1,100.0,1,1,0,0,0,1,0
2199,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University of Iceland,https://www.hi.is,https://hi.is/,200,is,,,2026-08-11T07:30:57+00:00,9.563,1,1,4,1,1,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,21.0,1,1,1,0,0,0,75,1,0,1,1,1,1,82.6,1,0,0,0,1,1,0
2200,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Reykjavik University,https://en.ru.is,https://www.ru.is/en,200,en,,,2026-08-11T07:31:14+00:00,12.617,1,1,20,1,0,0,0,0,1,1,1,0,0,0,0,,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,10.37,1,0,0,0,0,0,75,1,0,1,1,1,1,14.3,1,0,0,0,1,1,0
2300,M2,Western & Northern Europe,Switzerland/Austria,University of Luxembourg,https://www.uni.lu,https://www.uni.lu/en/,202,en-gb,en-gb,False,2026-08-11T11:26:06+00:00,9.109,1,1,4,1,1,0,0,1,0,0,1,0,0,1,1,2026-08-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,5.04,1,1,0,0,1,0,100,1,1,0,1,0,0,47.9,1,1,0,0,0,1,0
2301,M2,Western & Northern Europe,Switzerland/Austria,University of St. Gallen,https://www.unisg.ch,https://www.unisg.ch/en/,200,en,en,False,2026-08-11T11:26:21+00:00,11.758,0,0,0,1,1,1,0,1,1,2,1,1,10,0,1,2026-08-11,1,1,1,1,14,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,21.0,1,0,0,0,0,0,100,1,0,1,1,1,1,44.0,1,0,0,0,0,1,0
2302,M2,Western & Northern Europe,Switzerland/Austria,University of Lausanne,https://www.unil.ch,https://www.unil.ch/unil/en/home.html,200,en,fr,True,2026-08-11T11:26:36+00:00,9.195,1,1,7,1,1,1,0,0,0,0,1,0,0,0,1,2026-11-12,1,1,1,1,8,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,21.0,1,1,0,0,0,0,90,1,0,1,1,1,1,100.0,1,1,0,1,0,1,0
2303,M2,Western & Northern Europe,Switzerland/Austria,University of Fribourg,https://www.unifr.ch,https://www.unifr.ch/home/en/,200,en,fr,True,2026-08-11T11:26:47+00:00,6.955,1,1,1,0,1,1,0,1,1,0,0,1,5,1,1,2026-09-07,1,0,1,1,5,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,11.65,1,1,0,0,0,0,75,1,0,1,0,1,1,25.0,1,0,0,1,0,1,0
2304,M2,Western & Northern Europe,Switzerland/Austria,Johannes Kepler University Linz,https://www.jku.at,https://www.jku.at/en/,200,en-us,de,True,2026-08-11T11:26:57+00:00,5.107,1,1,9,1,1,0,0,0,1,1,1,1,6,1,1,2026-09-07,1,0,1,1,6,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,21.0,1,1,0,0,1,0,100,1,0,1,0,1,0,87.1,1,1,0,1,0,1,0
2305,M2,Western & Northern Europe,Switzerland/Austria,University of Salzburg,https://www.plus.ac.at,https://www.plus.ac.at/?lang=en,200,en-us,de-de,True,2026-08-11T11:27:19+00:00,9.551,1,1,4,1,1,1,0,0,1,1,1,1,5,1,1,2026-07-30,1,0,1,1,12,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,9.07,1,1,0,0,1,0,90,1,0,1,1,1,0,84.2,1,0,0,0,0,1,0
2306,M2,Western & Northern Europe,Switzerland/Austria,Medical University of Vienna,https://www.meduniwien.ac.at,https://www.meduniwien.ac.at/web/en/,200,en,de,True,2026-08-11T11:27:42+00:00,13.482,0,1,20,1,1,0,0,0,0,1,0,1,4,0,0,,1,0,1,1,7,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,18.62,1,0,0,0,0,0,75,1,0,1,1,1,0,0.0,1,0,0,0,1,1,0
2307,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Hasselt University,https://www.uhasselt.be,https://www.uhasselt.be/en,200,en,nl,True,2026-08-11T11:27:56+00:00,6.843,1,1,5,1,1,0,0,1,0,0,0,1,8,0,0,,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,21.0,1,0,0,0,0,1,90,1,0,0,1,1,1,97.3,1,0,0,0,1,1,0
2308,M2,Western & Northern Europe,Belgium/Ireland/Iceland,University of Namur,https://www.unamur.be,https://www.unamur.be/en,200,en,fr,True,2026-08-11T11:28:34+00:00,11.975,1,1,6,1,1,1,0,0,0,0,0,1,10,0,1,2026-09-18,1,1,0,1,9,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,10.35,1,0,1,0,0,0,100,1,0,0,1,1,0,100.0,1,0,0,1,0,1,0
2309,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Maynooth University,https://www.maynoothuniversity.ie,https://www.maynoothuniversity.ie/,200,en,en,False,2026-08-11T11:28:41+00:00,4.33,1,1,20,1,0,0,0,1,0,0,1,1,10,1,1,2026-09-08,1,0,1,1,7,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.63,1,1,0,0,1,1,75,1,0,1,1,1,1,72.7,1,1,0,1,0,1,0
2310,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Technological University Dublin,https://www.tudublin.ie,https://www.tudublin.ie/,200,en,en,False,2026-08-11T11:28:49+00:00,5.454,1,0,0,1,1,0,0,0,0,0,1,1,10,1,1,2026-08-10,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,15.91,1,0,1,0,0,0,90,1,0,1,1,1,1,96.8,1,1,0,0,0,1,0
2311,M2,Western & Northern Europe,Belgium/Ireland/Iceland,Munster Technological University,https://www.mtu.ie,https://www.mtu.ie/,200,en,en,False,2026-08-11T11:28:57+00:00,6.089,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,2026-10-09,1,0,1,1,3,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,15.43,1,1,0,0,1,0,75,1,0,1,0,1,1,97.0,1,1,0,1,0,1,0
3001,M3,Eastern & Southern Europe,Italy,Sapienza University of Rome,https://www.uniroma1.it,https://www.uniroma1.it/it/,200,it,it,False,2026-08-11T10:25:35+00:00,3.77,1,1,6,1,1,0,1,1,0,0,1,0,0,0,1,2026-08-08,1,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,21.0,1,1,0,0,0,0,90,1,0,1,1,0,1,100.0,1,0,0,0,0,0,1
3003,M3,Eastern & Southern Europe,Italy,University of Bologna,https://www.unibo.it,https://www.unibo.it/en/homepage,200,en,it,True,2026-08-11T10:26:00+00:00,7.815,1,1,2,1,1,0,0,0,1,0,1,1,2,1,0,,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,12.63,1,1,1,0,0,0,100,1,0,1,0,0,0,54.2,1,1,0,0,1,0,1
3004,M3,Eastern & Southern Europe,Italy,University of Padua,https://www.unipd.it,https://www.unipd.it/,200,it,it,False,2026-08-11T10:26:06+00:00,2.65,1,1,6,1,1,0,0,0,0,0,0,1,3,0,0,,1,0,1,0,20,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,21.0,1,1,1,0,0,0,90,1,0,1,1,1,1,76.9,1,0,0,0,1,0,1
