uni_id,name,url,country,region,a01_logo,a02_primary_nav,a03_nav_item_count,a04_search_bar,a05_language_toggle,a06_breadcrumb,a07_qs_badge,a09_national_rank,a11_accreditation,a12_accred_count,a13_achievements,a14_stats_block,a15_stat_item_count,a16_notice_board,a17_notice_timestamp,a20_news_events,a21_calendar_link,a22_admission_notice,a23_upcoming_events,a24_event_count,a25_event_images,a26_event_captions,a27_event_datetime,a28_contests,a29_video_content,a30_image_gallery,a31_social_feed_embed,a32_vision_mission,a33_about_blurb,a34_department_links,a35_faculty_link,a36_research_highlight,a37_programs_listing,a38_scholarship,a39_library_link,a40_career_link,a41_alumni_link,a42_faq_link,a43_contact_link,a44_student_portal,a45_prospectus,a46_admissions_policy,a47_footer_contact,a48_footer_sitemap,a49_copyright_line,a50_social_links,a51_quick_links,a53_contrast_ratio,a53_contrast_ratio_was_missing,a54_banner_carousel,a57_logo_prominence,a58_live_chat,a59_feedback_form,a60_trust_seal,a61_testimonials,a63_mobile_score,a65_https,a66_broken_links,a67_gzip,a69_title_meta,a70_favicon,a71_sitemap_robots,a72_alt_text_pct,a72_alt_text_pct_was_missing,a73_accessible_design,a74_a11y_toggle,a75_bookmark,broken_links_log,load_time_z_region,notice_recency_days,notice_recency_days_was_missing,website_score,grade
4216,Royal University of Phnom Penh,https://www.rupp.edu.kh,Other SE/E Asia,Asia (East & Southeast),1,1,9,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,19.08,0,1,1,0,0,0,0,75,1,0,1,1,1,1,97.1,0,1,0,0,0.0,-0.3075274545578596,0.0,0,78.4,A
5405,Indian Institute of Technology Palakkad,https://www.iitpkd.ac.in,India,South & Central Asia + Oceania,1,1,10,0,1,0,0,0,0,0,1,1,7,0,1,1,1,1,1,7,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,7.39,0,1,0,0,0,0,0,75,1,0,0,0,0,1,7.1,0,1,0,0,0.0,-0.7447662849843661,0.0,0,78.39,A
3188,University of Nova Gorica,https://www.ung.si,Balkans,Eastern & Southern Europe,1,1,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,16.3,0,1,1,0,0,0,0,90,1,0,1,1,1,0,16.1,0,1,1,0,0.0,-1.2893189844033295,3650.0,1,78.35,A
2007,King's College London,https://www.kcl.ac.uk,United Kingdom,Western & Northern Europe,1,1,6,1,0,0,0,0,0,0,0,1,4,0,1,1,1,0,1,4,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,6.13,0,1,0,0,0,0,1,75,1,0,1,1,0,1,100.0,0,1,1,0,0.0,-1.2096834759203428,0.0,0,78.35,A
5119,University of Technology Sydney,https://www.uts.edu.au,Australia,South & Central Asia + Oceania,1,1,3,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21.0,0,1,1,0,0,0,0,100,1,0,1,1,1,1,72.4,0,1,1,0,0.0,-0.04525219227345748,3650.0,1,78.34,A
5416,Central University of Karnataka,https://www.cuk.ac.in,India,South & Central Asia + Oceania,1,1,13,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,20,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,15.43,0,1,1,0,0,1,0,75,1,0,1,0,1,0,36.6,0,1,0,0,0.0,-0.3453931097608773,0.0,0,78.31,A
2082,Grenoble Alpes University,https://www.univ-grenoble-alpes.fr,France,Western & Northern Europe,1,1,1,1,0,0,0,1,1,1,1,1,6,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,21.0,0,0,1,1,0,0,1,75,1,0,1,1,1,0,73.1,0,1,1,1,0.0,-0.734642173295411,0.0,0,78.28,A
2303,University of Fribourg,https://www.unifr.ch,Switzerland/Austria,Western & Northern Europe,1,1,1,0,1,1,0,1,1,0,0,1,5,1,1,1,0,1,1,5,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,11.65,0,1,1,0,0,0,0,75,1,0,1,0,1,1,25.0,0,1,0,0,0.0,-0.3815742117732565,0.0,0,78.27,A
2005,University of Edinburgh,https://www.ed.ac.uk,United Kingdom,Western & Northern Europe,1,1,10,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,9.28,0,1,1,0,0,0,0,100,1,0,1,1,1,1,100.0,0,1,1,0,0.0,-1.7145512615584784,1.0,0,78.26,A
3059,University of Alicante,https://www.ua.es,Spain,Eastern & Southern Europe,1,1,1,1,1,0,0,0,0,0,1,1,2,1,1,1,0,1,1,4,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,15.43,0,0,1,1,0,1,0,75,1,0,1,1,1,0,78.6,0,1,1,0,0.0,1.517564190756514,11.0,0,78.24,A
5138,Victoria University,https://www.vu.edu.au,Australia,South & Central Asia + Oceania,1,1,11,1,0,0,0,1,1,1,1,1,2,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,15.13,0,1,0,1,0,0,0,90,1,0,1,1,1,1,82.8,0,1,1,0,0.0,-0.10700757106158562,8.0,0,78.23,A
6307,Federal University of Grande Dourados,https://www.ufgd.edu.br,Brazil,Latin America & Africa,1,1,7,1,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,12.63,0,1,1,0,0,0,0,75,1,3,1,0,1,1,93.1,0,1,1,0,1.3862943611198906,-0.5020547669541389,0.0,0,78.19,A
4143,Hong Kong Baptist University,https://www.hkbu.edu.hk,Hong Kong,Asia (East & Southeast),1,1,8,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,9.28,0,1,0,0,0,0,0,100,1,0,1,1,1,1,81.0,0,1,1,0,0.0,-0.39401415827485087,0.0,0,78.18,A
3205,Vytautas Magnus University,https://www.vdu.lt,Baltics,Eastern & Southern Europe,1,1,5,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,11.73,0,1,1,1,0,0,1,90,1,2,1,1,1,0,2.6,0,1,0,0,1.0986122886681098,-0.11830645545956173,0.0,0,78.16,A
5174,Al-Farabi Kazakh National University,https://www.kaznu.kz,Central Asia,South & Central Asia + Oceania,1,1,6,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,15.43,0,1,1,0,0,0,0,75,1,0,0,1,1,0,58.6,0,1,0,0,0.0,2.5000796600995003,1.0,0,78.15,A
1018,Dartmouth College,https://www.dartmouth.edu,United States,North America,1,1,6,1,0,1,0,0,0,0,1,1,4,0,0,1,1,1,1,12,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,17.22,0,1,1,1,0,0,1,100,1,0,1,1,1,1,100.0,0,1,1,0,0.0,0.057554020025226894,3650.0,1,78.15,A
1157,Claremont McKenna College,https://www.cmc.edu,United States,North America,1,1,9,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,16.3,0,1,1,0,0,0,0,75,1,0,1,1,1,1,100.0,0,1,1,0,0.0,-1.1504163491860766,3650.0,1,78.11,A
5065,Bharathidasan University,https://www.bdu.ac.in,India,South & Central Asia + Oceania,1,1,11,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,15.43,0,1,0,0,0,0,0,75,1,0,1,1,1,0,32.0,0,1,1,0,0.0,0.8642953654978665,0.0,0,78.06,A
2179,University of Geneva,https://www.unige.ch,Switzerland/Austria,Western & Northern Europe,1,1,4,1,1,0,0,0,1,0,1,1,10,0,1,1,1,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,15.91,0,1,1,0,0,0,0,75,1,1,1,0,0,1,22.6,0,1,0,0,0.6931471805599453,1.2525775689257814,0.0,0,77.99,A
2125,Stockholm University,https://www.su.se,Sweden,Western & Northern Europe,1,1,10,1,1,0,0,0,0,0,0,1,10,0,1,1,1,1,0,20,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,8.72,0,1,1,0,0,0,0,90,1,0,1,0,1,0,59.3,0,1,1,0,0.0,1.4979792015222237,0.0,0,77.94,A
5302,Indian Institute of Technology Bhubaneswar,https://www.iitbbs.ac.in,India,South & Central Asia + Oceania,1,1,9,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,14.35,0,1,0,0,0,0,0,90,1,0,1,0,1,1,69.6,0,1,1,0,0.0,3.9124691675810186,0.0,0,77.86,A
1011,Johns Hopkins University,https://www.jhu.edu,United States,North America,1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,7,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1.7,0,1,1,0,0,0,0,90,1,0,1,1,1,1,74.4,0,1,1,0,0.0,-0.2084439141314039,6.0,0,77.8,A
1084,University of Oregon,https://www.uoregon.edu,United States,North America,1,1,4,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,3.36,0,1,1,0,0,0,0,100,1,0,1,1,1,1,85.7,0,1,1,0,0.0,-0.7737931059643051,3650.0,1,77.78,A
1024,Carnegie Mellon University,https://www.cmu.edu,United States,North America,1,1,4,1,0,0,0,1,0,0,1,1,10,0,1,1,1,1,1,10,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,21.0,0,1,1,0,0,0,0,90,1,0,1,1,1,1,100.0,0,1,1,0,0.0,0.667857691384599,0.0,0,77.77,A
2028,University of Sussex,https://www.sussex.ac.uk,United Kingdom,Western & Northern Europe,1,1,5,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,21.0,0,1,0,0,0,1,0,75,1,0,1,1,1,1,16.7,0,1,1,0,0.0,-1.2004687901113855,0.0,0,77.76,A
2031,University of Aberdeen,https://www.abdn.ac.uk,United Kingdom,Western & Northern Europe,1,1,6,1,0,0,1,1,0,0,1,1,5,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,9.32,0,1,1,0,0,1,0,100,1,0,1,1,1,1,61.9,0,1,1,0,0.0,3.2150631545018773,3650.0,1,77.73,A
1156,Pomona College,https://www.pomona.edu,United States,North America,0,1,7,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,18,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,21.0,0,1,0,0,0,0,0,100,1,0,1,1,1,1,72.0,0,1,1,0,0.0,-0.29669556518337015,0.0,0,77.7,A
2166,University of Helsinki,https://www.helsinki.fi,Finland,Western & Northern Europe,0,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21.0,0,1,0,0,0,0,0,100,1,0,1,1,1,0,63.6,0,1,1,0,0.0,0.6138543473259497,4.0,0,77.64,A
4142,Hong Kong Polytechnic University,https://www.polyu.edu.hk,Hong Kong,Asia (East & Southeast),1,1,7,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,9.59,0,1,1,0,0,0,1,100,1,0,1,1,1,1,98.0,0,1,1,0,0.0,0.9147243142128878,3650.0,1,77.63,A
5121,RMIT University,https://www.rmit.edu.au,Australia,South & Central Asia + Oceania,0,1,6,1,0,0,0,1,0,0,1,1,2,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,18.62,0,1,0,0,0,0,1,75,1,0,1,1,1,1,45.8,0,1,1,0,0.0,0.01585141470688047,3650.0,1,77.63,A
6063,Austral University,https://www.austral.edu.ar,Argentina,Latin America & Africa,1,1,20,0,1,0,0,1,1,1,0,1,10,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,21.0,0,1,1,0,0,0,0,90,1,3,1,0,1,1,19.1,0,1,0,0,1.3862943611198906,-0.6069587472618497,4.0,0,77.63,A
4136,National Yunlin University of Science and Technology,https://www.yuntech.edu.tw,Taiwan,Asia (East & Southeast),1,1,20,1,0,0,0,1,0,0,1,1,7,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,20.86,0,1,1,0,0,0,0,75,1,39,0,1,1,0,60.6,0,1,1,0,3.6888794541139363,-1.0273135479055322,8.0,0,77.6,A
2092,Nantes University,https://www.univ-nantes.fr,France,Western & Northern Europe,1,1,1,1,1,1,0,1,1,0,1,1,4,0,1,1,1,1,1,7,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,7.12,0,0,1,0,0,0,0,75,1,0,1,1,1,0,75.0,0,1,1,0,0.0,0.1436628793373113,0.0,0,77.57,A
1172,McMaster University,https://www.mcmaster.ca,Canada,North America,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,15.43,0,1,0,0,0,0,0,75,1,0,1,1,0,1,98.4,0,1,0,0,0.0,0.6881597143965534,1.0,0,77.47,A
1109,Illinois Institute of Technology,https://www.iit.edu,United States,North America,1,1,6,1,0,0,0,1,0,0,1,1,2,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.91,0,1,1,1,0,0,1,90,1,0,1,1,1,1,91.1,0,1,0,0,0.0,-0.21610896363591756,195.0,0,77.46,A
5423,University of Burdwan,https://www.buruniv.ac.in,India,South & Central Asia + Oceania,1,1,11,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,15.43,0,1,0,0,0,0,0,75,1,0,1,0,1,0,2.9,0,1,0,0,0.0,-0.7985374591270635,0.0,0,77.37,A
2198,University of Limerick,https://www.ul.ie,Belgium/Ireland/Iceland,Western & Northern Europe,1,1,5,1,0,0,0,0,0,0,1,1,7,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,10.44,0,1,0,1,0,1,0,90,1,0,0,0,1,1,100.0,0,1,1,0,0.0,-0.5532583578980405,4.0,0,77.34,A
4161,UCSI University,https://www.ucsiuniversity.edu.my,Malaysia,Asia (East & Southeast),1,1,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,11.76,0,1,0,0,0,0,1,75,1,9,1,1,1,1,56.5,0,1,0,0,2.302585092994046,-1.416403382029072,12.0,0,77.31,A
4141,City University of Hong Kong,https://www.cityu.edu.hk,Hong Kong,Asia (East & Southeast),1,1,7,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,12.13,0,1,1,0,0,0,0,75,1,0,0,0,1,1,66.7,0,1,1,0,0.0,0.9030857322741744,0.0,0,77.28,A
1401,Wilfrid Laurier University,https://www.wlu.ca,Canada,North America,1,1,5,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,7,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,9.74,0,1,1,1,0,0,1,75,1,0,1,1,1,1,97.6,0,1,1,0,0.0,0.20795472111378888,0.0,0,77.23,A
1130,Colgate University,https://www.colgate.edu,United States,North America,1,1,5,1,0,0,0,0,0,0,0,1,9,1,0,1,1,1,1,10,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21.0,0,1,1,0,0,0,1,75,1,0,1,0,1,0,100.0,0,1,0,0,0.0,-0.16597539660639665,3650.0,1,77.21,A
5104,Daffodil International University,https://www.daffodilvarsity.edu.bd,Bangladesh,South & Central Asia + Oceania,1,1,6,0,0,0,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,21.0,0,1,0,1,0,0,0,90,1,0,1,1,1,0,93.0,0,1,0,0,0.0,-0.1705553223211369,3.0,0,77.18,A
6132,University of Ibadan,https://www.ui.edu.ng,Sub-Saharan Africa,Latin America & Africa,1,1,12,0,0,0,0,0,1,1,0,1,3,1,1,1,0,1,1,7,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,7.08,0,1,1,0,0,0,0,75,1,0,0,0,1,1,100.0,0,1,0,0,0.0,-1.5536189973648566,1.0,0,77.17,A
2174,LUT University,https://www.lut.fi,Finland,Western & Northern Europe,1,1,5,1,1,0,0,1,0,0,1,1,10,0,1,1,1,1,0,5,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,21.0,0,1,1,0,0,0,0,100,1,0,1,1,1,1,78.6,0,1,0,0,0.0,0.5129777868910483,0.0,0,77.16,A
2122,Lund University,https://www.lunduniversity.lu.se,Sweden,Western & Northern Europe,1,1,1,1,0,0,0,0,1,1,1,1,2,0,1,1,1,1,1,12,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,15.43,0,0,1,0,0,0,0,100,1,4,1,1,1,1,100.0,0,1,1,0,1.6094379124341003,1.4089847359462413,0.0,0,77.15,A
3194,Slovak University of Technology in Bratislava,https://www.stuba.sk,Bulgaria & Slovakia,Eastern & Southern Europe,1,1,2,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,12.1,0,1,1,0,0,0,0,75,1,0,0,1,1,0,96.7,0,1,1,0,0.0,-0.8876959019661369,39.0,0,77.15,A
1111,University of St. Thomas,https://www.stthomas.edu,United States,North America,0,1,1,1,0,0,0,1,1,1,1,1,10,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,0,1,0,0,0,0,0,75,1,0,1,1,1,1,86.4,0,1,1,0,0.0,1.753187268523686,4.0,0,77.14,A
1138,Swarthmore College,https://www.swarthmore.edu,United States,North America,1,1,5,1,0,0,0,0,0,0,0,1,4,0,1,1,1,1,1,4,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21.0,0,1,1,0,0,0,0,75,1,0,1,1,1,1,91.7,0,1,1,0,0.0,-0.08041687105601618,0.0,0,77.05,A
1075,Clemson University,https://www.clemson.edu,United States,North America,1,1,6,1,0,0,0,1,1,1,1,1,2,0,1,1,1,1,1,7,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,19.8,0,1,1,0,0,0,0,75,1,0,1,1,0,1,42.4,0,1,1,0,0.0,3.7645376912080533,1.0,0,77.03,A
2012,University of Southampton,https://www.southampton.ac.uk,United Kingdom,Western & Northern Europe,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,21.0,0,1,1,0,0,1,1,100,1,0,1,0,1,1,91.7,0,1,1,0,0.0,0.37087763204765367,3650.0,1,77.01,A
2102,Delft University of Technology,https://www.tudelft.nl,Netherlands,Western & Northern Europe,1,1,2,1,1,0,0,0,0,0,1,1,10,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,14.85,0,1,1,0,0,1,1,100,1,0,1,1,1,1,87.0,0,1,1,0,0.0,0.08376742157908869,0.0,0,76.93,A
4124,National Taiwan University,https://www.ntu.edu.tw,Taiwan,Asia (East & Southeast),1,1,5,1,0,0,1,1,0,0,1,1,6,1,0,1,1,1,1,20,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,21.0,0,1,1,0,0,0,0,100,1,1,0,1,1,0,100.0,0,1,0,0,0.6931471805599453,-0.909322406871679,3650.0,1,76.93,A
3036,Marche Polytechnic University,https://www.univpm.it,Italy,Eastern & Southern Europe,1,1,1,1,1,0,0,0,0,0,0,1,6,1,1,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,16.39,0,1,1,0,0,0,0,75,1,0,1,0,1,0,92.3,0,1,0,0,0.0,-0.05095129087598239,0.0,0,76.91,A
5072,Aga Khan University,https://www.aku.edu,Pakistan,South & Central Asia + Oceania,1,1,9,1,0,0,0,0,0,0,1,1,8,1,1,1,0,1,1,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,5.74,0,1,1,0,0,1,0,75,1,1,0,1,1,1,53.8,0,1,0,0,0.6931471805599453,3.102316810497711,0.0,0,76.84,A
2097,Clermont Auvergne University,https://www.uca.fr,France,Western & Northern Europe,1,1,2,1,1,0,0,1,0,0,1,1,2,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,19.6,0,1,1,0,0,0,0,100,1,1,1,1,1,0,87.5,0,1,1,0,0.6931471805599453,-0.7060281489412803,0.0,0,76.78,A
3122,University of Thessaly,https://www.uth.gr,Greece,Eastern & Southern Europe,1,1,6,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,6,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,18.1,0,1,1,0,0,0,0,75,1,0,0,1,1,0,87.5,0,1,1,0,0.0,-1.1528172944759696,55.0,0,76.78,A
6119,Ain Shams University,https://www.asu.edu.eg,Egypt & North Africa,Latin America & Africa,1,1,17,1,0,0,0,1,1,2,1,1,10,1,1,1,0,1,1,6,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,8.06,0,1,1,1,1,0,0,75,1,0,1,1,1,1,100.0,0,1,0,0,0.0,0.47125221611473045,0.0,0,76.75,A
3114,University of Madeira,https://www.uma.pt,Portugal,Eastern & Southern Europe,1,1,2,1,1,0,0,0,1,1,0,1,8,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,19.63,0,1,1,0,0,0,1,75,1,0,1,0,1,0,100.0,0,1,0,0,0.0,-1.407369658500613,0.0,0,76.74,A
3052,Charles III University of Madrid,https://www.uc3m.es,Spain,Eastern & Southern Europe,1,1,5,1,0,0,0,1,1,1,1,1,5,0,1,1,0,1,1,4,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,11.37,0,1,1,0,0,0,0,100,1,0,1,1,1,0,98.3,0,1,1,0,0.0,-0.13263734154117432,0.0,0,76.73,A
1043,Wake Forest University,https://www.wfu.edu,United States,North America,1,1,2,1,0,1,0,1,0,0,0,1,10,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,15.91,0,1,1,0,0,0,0,90,1,0,1,1,1,1,60.0,0,1,0,0,0.0,0.03082992850949036,41.0,0,76.73,A
5426,Tribhuvan Institute of Engineering,https://www.ioe.edu.np,Nepal,South & Central Asia + Oceania,1,1,11,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,15.43,0,1,1,0,0,0,0,75,1,0,1,0,1,1,0.0,0,1,0,0,0.0,-0.9196040724241064,11.0,0,76.64,A
4088,Nagoya Institute of Technology,https://www.nitech.ac.jp,Japan,Asia (East & Southeast),1,1,4,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,12.63,0,1,1,0,0,0,0,50,1,0,0,1,1,0,62.7,0,1,0,0,0.0,-1.2089155591906295,7.0,0,76.6,A
4060,Nagoya University,https://www.nagoya-u.ac.jp,Japan,Asia (East & Southeast),1,1,0,1,0,1,0,0,1,1,1,1,10,1,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,17.31,0,1,1,0,0,0,0,100,1,0,0,1,1,0,93.9,0,1,1,0,0.0,0.1347386591132497,95.0,0,76.56,A
2063,Kiel University,https://www.uni-kiel.de,Germany,Western & Northern Europe,1,1,7,1,1,0,0,1,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,21.0,0,1,1,0,0,1,0,100,1,0,1,1,1,0,96.7,0,1,1,0,0.0,-0.7074830993321684,0.0,0,76.54,A
3057,Rovira i Virgili University,https://www.urv.cat,Spain,Eastern & Southern Europe,1,1,9,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,8.86,0,1,1,0,0,0,0,75,1,0,1,1,1,0,22.2,0,1,1,0,0.0,0.24480237063329718,0.0,0,76.49,A
